"filename", "language", "C++", "CMake", "XML", "JSON", "Perl", "C", "Markdown", "LaTeX", "HTML", "Properties", "PostCSS", "Ruby", "Shell Script", "YAML", "Python", "CMake Cache", "Batch", "GLSL", "Objective-C++", "Objective-C", "Makefile", "Diff", "JavaScript", "comment", "blank", "total"
"d:\coding\HelloSFML\build\_deps\freetype-src\CMakeLists.txt", "CMake", 0, -601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -78, -679
"d:\coding\HelloSFML\build\_deps\freetype-src\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0, -20, -10, -35
"d:\coding\HelloSFML\build\_deps\freetype-src\autogen.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -28, -32, -201
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\amiga\include\config\ftconfig.h", "C++", -15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -35, -6, -56
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\amiga\include\config\ftmodule.h", "C++", -81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -48, -30, -159
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\amiga\makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -113, 0, 0, -118, -63, -294
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\amiga\src\base\ftdebug.c", "C", 0, 0, 0, 0, 0, -174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, -86, -349
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\amiga\src\base\ftsystem.c", "C", 0, 0, 0, 0, 0, -290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -170, -71, -531
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\ansi\ansi-def.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -42, -22, -78
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\ansi\ansi.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, -12, -7, -22
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\atari\ATARI.H", "C++", -13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -7, -21
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\atari\gen-purec-patch.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -10, -41
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\beos\beos-def.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -44, -22, -80
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\beos\beos.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, -12, -5, -20
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\beos\detect.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -12, -16, -42
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\cmake\FindBrotliDec.cmake", "CMake", 0, -43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -53
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\cmake\FindHarfBuzz.cmake", "CMake", 0, -177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, -204
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\cmake\iOS.cmake", "CMake", 0, -231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -40, -271
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\cmake\testbuild.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -39, -158
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\compiler\ansi-cc.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -44, -23, -81
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\compiler\bcc-dev.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, 0, 0, -44, -25, -87
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\compiler\bcc.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, 0, 0, -44, -25, -87
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\compiler\emx.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -42, -22, -78
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\compiler\gcc-dev.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -30, 0, 0, -43, -24, -97
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\compiler\gcc.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -42, -22, -78
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\compiler\intelc.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -49, -23, -86
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\compiler\unix-lcc.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -46, -24, -84
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\compiler\visualage.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, 0, 0, -40, -24, -77
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\compiler\visualc.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -45, -24, -83
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\compiler\watcom.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, 0, 0, -42, -23, -82
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\compiler\win-lcc.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, 0, 0, -45, -24, -82
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\detect.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -42, 0, 0, -69, -18, -129
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\dos\detect.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -79, 0, 0, -42, -32, -153
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\dos\dos-def.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, -26, -13, -49
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\dos\dos-emx.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, -12, -7, -22
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\dos\dos-gcc.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, -12, -7, -22
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\dos\dos-wat.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, -12, -6, -21
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\exports.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, 0, 0, -35, -20, -81
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\freetype.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -130, 0, 0, -177, -79, -386
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\link_dos.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, 0, -20, -12, -43
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\link_std.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, 0, -20, -12, -43
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\mac\ascii2mpw.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -25
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\mac\ftlib.prj.xml", "XML", 0, 0, -1132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -28, -35, -1195
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\mac\ftmac.c", "C", 0, 0, 0, 0, 0, -1014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -175, -354, -1543
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\meson\extract_freetype_version.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -71, 0, 0, 0, 0, 0, 0, 0, 0, -24, -23, -118
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\meson\extract_libtool_version.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -71, 0, 0, 0, 0, 0, 0, 0, 0, -24, -21, -116
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\meson\generate_reference_docs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -60, 0, 0, 0, 0, 0, 0, 0, 0, -12, -18, -90
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\meson\parse_modules_cfg.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -119, 0, 0, 0, 0, 0, 0, 0, 0, -23, -36, -178
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\meson\process_ftoption_h.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -69, 0, 0, 0, 0, 0, 0, 0, 0, -26, -21, -116
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\modules.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -32, 0, 0, -28, -20, -80
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\os2\detect.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -42, 0, 0, -15, -25, -82
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\os2\os2-def.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, -26, -13, -49
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\os2\os2-dev.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, -17, -10, -31
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\os2\os2-gcc.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, -15, -9, -27
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\toplevel.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -144, 0, 0, -97, -77, -318
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\unix\detect.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -46, 0, 0, -34, -20, -100
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\unix\ftsystem.c", "C", 0, 0, 0, 0, 0, -209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -142, -86, -437
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\unix\install.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -56, 0, 0, -31, -16, -103
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\unix\unix-dev.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, -15, -8, -27
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\unix\unix-lcc.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, -15, -7, -25
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\unix\unix.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, 0, 0, -25, -16, -63
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\unix\unixddef.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, -22, -15, -47
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\vms\apinames_vms.bash", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\vms\ftconfig.h", "C++", -15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -32, -12, -59
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\vms\ftsystem.c", "C", 0, 0, 0, 0, 0, -161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -101, -67, -329
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\wince\ftdebug.c", "C", 0, 0, 0, 0, 0, -178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -86, -90, -354
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\wince\vc2005-ce\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, -39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -48
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\wince\vc2008-ce\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, -39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -48
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\detect.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -107, 0, 0, -52, -44, -203
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\ftdebug.c", "C", 0, 0, 0, 0, 0, -388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -139, -172, -699
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\ftsystem.c", "C", 0, 0, 0, 0, 0, -256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -141, -103, -500
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\vc2010\freetype.user.props", "XML", 0, 0, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -48, -10, -69
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\vc2010\freetype.vcxproj", "XML", 0, 0, -513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, -1, -526
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\vc2010\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, -32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -41
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\visualc\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, -31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -39
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\visualce\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, -39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -48
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\w32-bcc.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, 0, 0, -15, -8, -29
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\w32-bccd.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, -13, -10, -27
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\w32-dev.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, -18, -11, -33
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\w32-gcc.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, 0, 0, -17, -9, -32
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\w32-icc.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, 0, 0, -15, -8, -29
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\w32-intl.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, 0, 0, -15, -8, -29
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\w32-lcc.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, -13, -8, -25
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\w32-mingw32.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, 0, 0, -17, -10, -34
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\w32-vcc.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, 0, 0, -15, -8, -29
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\w32-wat.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, 0, 0, -15, -8, -29
"d:\coding\HelloSFML\build\_deps\freetype-src\builds\windows\win32-def.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, 0, -26, -15, -52
"d:\coding\HelloSFML\build\_deps\freetype-src\devel\ft2build.h", "C++", -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, -9, -42
"d:\coding\HelloSFML\build\_deps\freetype-src\devel\ftoption.h", "C++", -104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -771, -140, -1015
"d:\coding\HelloSFML\build\_deps\freetype-src\docs\markdown\javascripts\extra.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -34, -16, -5, -55
"d:\coding\HelloSFML\build\_deps\freetype-src\docs\markdown\stylesheets\extra.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -7, -178
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\config\ftconfig.h", "C++", -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -34, -9, -52
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\config\ftheader.h", "C++", -95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -618, -124, -837
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\config\ftmodule.h", "C++", -19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, -3, -34
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\config\ftoption.h", "C++", -92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -783, -140, -1015
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\config\ftstdlib.h", "C++", -58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -79, -49, -186
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\config\integer-types.h", "C++", -87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -101, -63, -251
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\config\mac-support.h", "C++", -18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, -5, -50
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\config\public-macros.h", "C++", -48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -67, -24, -139
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\freetype.h", "C++", -498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4490, -350, -5338
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\ftadvanc.h", "C++", -23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -144, -22, -189
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\ftbbox.h", "C++", -14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -66, -22, -102
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\ftbdf.h", "C++", -36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -150, -27, -213
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\ftbitmap.h", "C++", -42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -255, -33, -330
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\ftbzip2.h", "C++", -14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -73, -16, -103
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\ftcache.h", "C++", -119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -882, -87, -1088
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\ftchapters.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -150, -19, -169
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\ftcid.h", "C++", -23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -124, -21, -168
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\ftcolor.h", "C++", -270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1261, -137, -1668
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\ftdriver.h", "C++", -33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1149, -65, -1247
"d:\coding\HelloSFML\build\_deps\freetype-src\include\freetype\fterrdef.h", "C++", -190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -63, -31, -284
